ZBUKR	LIFNR	VBLNR	VALUT	ZBNKS	ZBNKL	ZBNKN	RZAWE	EMPFG
2000	0000100327	2000000712	2026-01-18	JP	63718971	311582812059	C	0000100327
2000	0000100327	2000000713	2026-07-12	NL	77681137	306544346616	T	0000100327
2000	0000100327	2000000714	2026-07-18	NL	77681137	306544346616	T	0000100327
1000	0000100328	2000000715	2026-09-02	CN	65976351	509251706353	T	0000100328
1000	0000100328	2000000716	2026-09-22	CN	65976351	509251706353	C	0000100328
4000	0000100329	2000000717	2026-03-19	MY	71833108	380271522592	T	0000100329
4000	0000100329	2000000718	2026-05-29	HK	16851788	459423837393	C	0000100329
1000	0000100330	2000000719	2026-08-23	JP	64460578	947833446332	T	0000100330
1000	0000100330	2000000720	2026-05-28	JP	64460578	947833446332	C	0000100330
1000	0000100331	2000000721	2026-08-15	DE	47958484	674500400586	U	0000100331
1000	0000100331	2000000722	2026-01-07	DE	47958484	674500400586	C	0000100331
4000	0000100332	2000000723	2026-05-23	CH	62198126	820662625445	T	0000100332
4000	0000100332	2000000724	2026-04-16	CH	62198126	820662625445	T	0000100332
4000	0000100332	2000000725	2026-07-22	GB	46643287	217841095592	U	0000100332
4000	0000100332	2000000726	2026-04-22	CH	62198126	820662625445	C	0000100332
4000	0000100332	2000000727	2026-07-07	CH	62198126	820662625445	T	0000100332
4000	0000100333	2000000728	2026-04-15	TH	71091552	999062455182	U	0000100333
2000	0000100334	2000000729	2026-02-25	FR	83833996	556793709673	U	0000100334
2000	0000100334	2000000730	2026-03-08	PA	45071400	224147594166	U	0000100334
2000	0000100334	2000000731	2026-03-08	PA	45071400	224147594166	U	0000100334
2000	0000100335	2000000732	2026-08-01	IN	34281334	851924928235	C	0000100335
2000	0000100335	2000000733	2026-07-12	IN	34281334	851924928235	U	0000100335
2000	0000100335	2000000734	2026-07-15	IN	34281334	851924928235	T	0000100335
2000	0000100335	2000000735	2026-04-25	TH	68035597	158455404421	U	0000100335
5000	0000100336	2000000736	2026-07-08	HK	76028384	974791819999	C	0000100336
5000	0000100336	2000000737	2026-04-06	HK	76028384	974791819999	T	0000100336
1000	0000100337	2000000738	2026-08-05	HK	93881516	290847695012	U	0000100337
1000	0000100337	2000000739	2026-07-01	HK	93881516	290847695012	U	0000100337
2000	0000100338	2000000740	2026-04-29	MY	27652586	141321485936	T	0000100338
2000	0000100338	2000000741	2026-08-30	MY	27652586	141321485936	C	0000100338
2000	0000100338	2000000742	2026-04-21	MY	27652586	141321485936	T	0000100338
2000	0000100338	2000000743	2026-05-05	US	59111889	254690601424	T	0000100338
2000	0000100338	2000000744	2026-07-13	MY	27652586	141321485936	U	0000100338
2000	0000100339	2000000745	2026-06-29	CN	36910570	450632281884	T	0000100339
2000	0000100339	2000000746	2026-02-02	CN	36910570	450632281884	C	0000100339
1000	0000100341	2000000747	2026-06-24	DE	27771717	999407552246	C	0000100341
1000	0000100341	2000000748	2026-06-19	DE	27771717	999407552246	C	0000100341
5000	0000100342	2000000749	2026-07-09	NL	23711081	104669333950	C	0000100342
5000	0000100342	2000000750	2026-07-28	GB	10084450	256224594063	C	0000100342
5000	0000100342	2000000751	2026-04-23	NL	23711081	104669333950	C	0000100342
3000	0000100343	2000000752	2026-06-03	US	73864066	850474085875	C	0000100343
3000	0000100343	2000000753	2026-10-11	US	73864066	850474085875	T	0000100343
3000	0000100343	2000000754	2026-06-27	US	73864066	850474085875	C	0000100343
3000	0000100343	2000000755	2026-06-27	US	73864066	850474085875	U	0000100343
3000	0000100343	2000000756	2026-02-08	US	73864066	850474085875	U	0000100343
3000	0000100345	2000000757	2026-03-11	KY	63830303	993744683034	T	0000100345
3000	0000100345	2000000758	2026-03-13	KY	63830303	993744683034	C	0000100345
3000	0000100346	2000000759	2026-05-31	NL	54128988	365071954332	C	THIRDPARTY
5000	0000100347	2000000760	2026-03-19	TH	66208367	572802697861	T	0000100347
5000	0000100347	2000000761	2026-07-25	TH	66208367	572802697861	T	0000100347
2000	0000100348	2000000762	2026-10-07	VN	18056628	870297495150	C	0000100348
2000	0000100348	2000000763	2026-04-20	SG	93197481	537636835239	C	0000100348
5000	0000100351	2000000764	2026-04-23	PA	39831589	392275142261	C	0000100351
5000	0000100351	2000000765	2026-06-02	PA	39831589	392275142261	U	0000100351
5000	0000100351	2000000766	2026-09-11	PA	39831589	392275142261	T	0000100351
5000	0000100351	2000000767	2026-05-15	PA	39831589	392275142261	T	0000100351
5000	0000100351	2000000768	2026-07-09	PA	39831589	392275142261	T	0000100351
3000	0000100352	2000000769	2026-08-07	CN	74765515	163885581999	T	0000100352
3000	0000100352	2000000770	2026-06-26	CN	74765515	163885581999	T	THIRDPARTY
3000	0000100352	2000000771	2026-07-01	CN	74765515	163885581999	T	0000100352
3000	0000100353	2000000772	2026-06-15	GB	15609104	261145161281	U	0000100353
5000	0000100354	2000000773	2026-05-03	FR	36628868	667806057190	T	0000100354
5000	0000100354	2000000774	2026-07-20	VN	23930695	763569191378	T	0000100354
5000	0000100355	2000000775	2026-09-29	PA	99078482	418541736894	U	0000100355
2000	0000100356	2000000776	2026-08-20	IN	13345922	953509390205	T	THIRDPARTY
2000	0000100356	2000000777	2026-06-04	IN	13345922	953509390205	U	0000100356
2000	0000100356	2000000778	2026-09-18	IN	13345922	953509390205	U	0000100356
3000	0000100357	2000000779	2026-05-17	US	13674040	320020363593	T	0000100357
3000	0000100357	2000000780	2026-03-07	US	13674040	320020363593	U	0000100357
3000	0000100357	2000000781	2026-03-12	US	13674040	320020363593	U	0000100357
3000	0000100359	2000000782	2026-06-22	CN	72328704	369713654341	C	0000100359
3000	0000100359	2000000783	2026-02-26	US	26542796	548230455914	T	0000100359
3000	0000100359	2000000784	2026-02-26	US	26542796	548230455914	U	0000100359
1000	0000100360	2000000785	2026-06-17	PA	25268331	781644789982	T	0000100360
1000	0000100361	2000000786	2026-02-14	VN	74381460	495260447358	T	0000100361
2000	0000100362	2000000787	2026-06-05	IT	60940305	423490848971	U	0000100362
2000	0000100362	2000000788	2026-10-18	NL	58997987	337384662869	C	0000100362
2000	0000100362	2000000789	2026-05-21	IN	90883619	226503347987	C	0000100362
4000	0000100363	2000000790	2026-04-22	IN	26210766	479246685604	C	0000100363
1000	0000100364	2000000791	2026-04-22	CN	31151005	365381525980	U	0000100364
1000	0000100364	2000000792	2026-07-24	CN	31151005	365381525980	T	0000100364
1000	0000100364	2000000793	2026-05-23	CN	31151005	365381525980	C	0000100364
5000	0000100366	2000000794	2026-03-03	KR	42377340	556733998127	T	0000100366
2000	0000100367	2000000795	2026-04-28	NL	49831921	574512372677	U	0000100367
2000	0000100368	2000000796	2026-07-26	NL	39157214	741662803551	T	0000100368
4000	0000100369	2000000797	2026-09-24	NL	41449365	264997960478	C	0000100369
4000	0000100369	2000000798	2026-04-07	NL	41449365	264997960478	T	0000100369
4000	0000100369	2000000799	2026-05-27	NL	41449365	264997960478	C	0000100369
2000	0000100370	2000000800	2026-06-22	MY	30125711	650530489249	T	0000100370
2000	0000100370	2000000801	2026-06-19	NL	32189635	337535021905	U	0000100370
2000	0000100371	2000000802	2026-09-30	MY	52531907	747828401803	C	0000100371
2000	0000100371	2000000803	2026-03-27	SG	42856274	180961505120	C	0000100371
2000	0000100371	2000000804	2026-06-12	MY	52531907	747828401803	C	0000100371
2000	0000100372	2000000805	2026-10-06	CH	53205197	228234710498	C	THIRDPARTY
2000	0000100372	2000000806	2026-06-19	CH	53205197	228234710498	U	0000100372
2000	0000100372	2000000807	2026-04-07	CH	53205197	228234710498	T	0000100372
3000	0000100373	2000000808	2026-04-19	US	54665919	712588900952	T	0000100373
3000	0000100373	2000000809	2026-04-26	US	54665919	712588900952	T	0000100373
3000	0000100373	2000000810	2026-03-01	US	54665919	712588900952	C	0000100373
3000	0000100373	2000000811	2026-05-05	US	54665919	712588900952	T	0000100373
3000	0000100373	2000000812	2026-06-17	US	54665919	712588900952	T	0000100373
4000	0000100374	2000000813	2026-09-03	JP	51944436	109187587852	T	0000100374
4000	0000100374	2000000814	2026-08-01	JP	51944436	109187587852	T	0000100374
2000	0000100375	2000000815	2026-10-09	NL	26263976	811439061749	T	0000100375
2000	0000100375	2000000816	2026-02-01	NL	26263976	811439061749	U	0000100375
2000	0000100376	2000000817	2026-03-01	NL	90453523	328306336665	U	0000100376
5000	0000100377	2000000818	2026-09-04	VN	78743165	623210437930	T	0000100377
5000	0000100377	2000000819	2026-04-23	VN	78743165	623210437930	T	0000100377
5000	0000100377	2000000820	2026-08-21	VN	78743165	623210437930	C	0000100377
5000	0000100377	2000000821	2026-05-22	VN	78743165	623210437930	C	THIRDPARTY
5000	0000100378	2000000822	2026-05-19	JP	11259861	172370197582	U	0000100378
3000	0000100379	2000000823	2026-05-03	TH	14255615	508447326896	U	0000100379
4000	0000100380	2000000824	2026-09-05	HK	29768305	857439542218	T	THIRDPARTY
2000	0000100381	2000000825	2026-03-21	NL	26423441	734385132512	C	0000100381
2000	0000100381	2000000826	2026-08-26	NL	26423441	734385132512	T	0000100381
2000	0000100381	2000000827	2026-05-26	NL	26423441	734385132512	C	0000100381
2000	0000100381	2000000828	2026-02-15	NL	26423441	734385132512	C	0000100381
2000	0000100381	2000000829	2026-05-29	NL	26423441	734385132512	U	0000100381
5000	0000100382	2000000830	2026-03-29	VN	57980574	488632529616	U	0000100382
5000	0000100382	2000000831	2026-07-29	VN	57980574	488632529616	C	0000100382
5000	0000100382	2000000832	2026-09-26	VN	57980574	488632529616	U	0000100382
5000	0000100382	2000000833	2026-06-13	VN	57980574	488632529616	C	0000100382
3000	0000100383	2000000834	2026-02-18	DE	17016377	566488024803	T	0000100383
3000	0000100383	2000000835	2026-05-25	DE	17016377	566488024803	T	0000100383
4000	0000100384	2000000836	2026-01-09	GB	80111460	715308605655	T	0000100384
4000	0000100384	2000000837	2026-09-08	GB	80111460	715308605655	T	0000100384
4000	0000100384	2000000838	2026-09-05	GB	80111460	715308605655	T	0000100384
4000	0000100384	2000000839	2026-03-29	GB	80111460	715308605655	C	0000100384
2000	0000100386	2000000840	2026-08-04	NL	26207238	275529486679	U	0000100386
2000	0000100386	2000000841	2026-06-17	LU	47150758	870687181301	U	0000100386
2000	0000100386	2000000842	2026-07-21	NL	26207238	275529486679	U	0000100386
2000	0000100386	2000000843	2026-07-04	NL	26207238	275529486679	T	0000100386
3000	0000100387	2000000844	2026-09-23	CH	45628391	544292890849	U	0000100387
2000	0000100388	2000000845	2026-06-17	FR	87296218	871257168254	C	0000100388
2000	0000100388	2000000846	2026-04-15	FR	87296218	871257168254	T	0000100388
2000	0000100388	2000000847	2026-05-07	IN	31018748	705424301529	U	0000100388
5000	0000100389	2000000848	2026-02-21	FR	91556616	238734640603	C	0000100389
5000	0000100389	2000000849	2026-07-10	FR	91556616	238734640603	C	0000100389
5000	0000100389	2000000850	2026-05-08	FR	91556616	238734640603	U	THIRDPARTY
5000	0000100389	2000000851	2026-02-28	FR	91556616	238734640603	C	0000100389
5000	0000100389	2000000852	2026-07-14	FR	91556616	238734640603	C	0000100389
1000	0000100390	2000000853	2026-05-31	JP	96469020	288778740567	T	0000100390
1000	0000100390	2000000854	2026-02-09	JP	96469020	288778740567	T	0000100390
5000	0000100391	2000000855	2026-03-02	KY	92896516	325150079380	C	0000100391
5000	0000100391	2000000856	2026-04-12	KY	92896516	325150079380	C	0000100391
5000	0000100392	2000000857	2026-05-29	VN	64158143	427776053863	C	0000100392
5000	0000100392	2000000858	2026-07-03	VN	64158143	427776053863	U	0000100392
2000	0000100393	2000000859	2026-02-26	NL	67487725	549666511695	C	0000100393
2000	0000100393	2000000860	2026-06-11	NL	67487725	549666511695	U	0000100393
3000	0000100395	2000000861	2026-05-26	US	29008526	197104828613	T	0000100395
3000	0000100395	2000000862	2026-02-25	US	29008526	197104828613	C	0000100395
3000	0000100395	2000000863	2026-06-22	US	29008526	197104828613	U	0000100395
1000	0000100396	2000000864	2026-05-14	GB	42305969	998888305494	C	0000100396
1000	0000100396	2000000865	2026-09-03	IT	14843128	831399140551	C	0000100396
1000	0000100396	2000000866	2026-03-13	GB	42305969	998888305494	U	0000100396
1000	0000100396	2000000867	2026-08-05	GB	42305969	998888305494	C	THIRDPARTY
2000	0000100397	2000000868	2026-07-19	DE	83816027	349322255586	C	0000100397
2000	0000100397	2000000869	2026-06-25	DE	83816027	349322255586	C	0000100397
5000	0000100398	2000000870	2026-05-07	VN	56313522	969940444033	T	0000100398
5000	0000100398	2000000871	2026-04-28	VN	56313522	969940444033	T	0000100398
5000	0000100398	2000000872	2026-05-06	VN	56313522	969940444033	T	0000100398
5000	0000100398	2000000873	2026-02-27	VN	56313522	969940444033	U	0000100398
4000	0000100399	2000000874	2026-04-11	GB	32951031	379022836534	T	0000100399
4000	0000100399	2000000875	2026-03-27	GB	32951031	379022836534	U	0000100399
2000	0000100400	2000000876	2026-04-06	JP	47309321	915250786284	T	0000100400
4000	0000100401	2000000877	2026-04-18	GB	21873817	553485642419	U	0000100401
4000	0000100401	2000000878	2026-10-27	GB	21873817	553485642419	U	0000100401
2000	0000100402	2000000879	2026-06-14	NL	25488447	745761364398	U	0000100402
2000	0000100402	2000000880	2026-03-08	NL	25488447	745761364398	C	0000100402
2000	0000100402	2000000881	2026-05-13	NL	25488447	745761364398	U	0000100402
2000	0000100402	2000000882	2026-02-26	NL	25488447	745761364398	C	0000100402
2000	0000100404	2000000883	2026-04-24	VN	46586183	401205672226	T	0000100404
2000	0000100404	2000000884	2026-03-08	US	37238959	664115910978	T	0000100404
4000	0000100405	2000000885	2026-06-21	JP	95209352	351796603305	T	0000100405
4000	0000100405	2000000886	2026-10-16	JP	95209352	351796603305	U	0000100405
4000	0000100405	2000000887	2026-04-20	KY	85048943	532708976269	C	THIRDPARTY
4000	0000100406	2000000888	2026-07-11	GB	42643387	633268725310	C	0000100406
4000	0000100406	2000000889	2026-08-12	GB	42643387	633268725310	U	0000100406
3000	0000100407	2000000890	2026-08-20	US	99519693	334756301781	C	0000100407
3000	0000100407	2000000891	2026-07-12	US	99519693	334756301781	U	0000100407
3000	0000100407	2000000892	2026-07-19	US	99519693	334756301781	U	0000100407
3000	0000100407	2000000893	2026-07-25	US	99519693	334756301781	U	0000100407
5000	0000100409	2000000894	2026-03-29	HK	85561606	743856823057	T	0000100409
2000	0000100410	2000000895	2026-05-21	GB	13030670	198861435785	C	0000100410
2000	0000100410	2000000896	2026-05-03	GB	13030670	198861435785	C	0000100410
4000	0000100411	2000000897	2026-05-29	KY	10033690	325707432523	C	0000100411
4000	0000100411	2000000898	2026-05-20	KY	10033690	325707432523	T	0000100411
4000	0000100412	2000000899	2026-02-20	GB	16917225	172207016413	U	0000100412
5000	0000100413	2000000900	2026-04-06	SG	25127795	260061234286	U	0000100413
5000	0000100413	2000000901	2026-05-15	SG	25127795	260061234286	U	0000100413
5000	0000100413	2000000902	2026-03-30	KR	38556994	206692037732	C	0000100413
5000	0000100413	2000000903	2026-01-07	KR	38556994	206692037732	T	0000100413
5000	0000100413	2000000904	2026-03-09	SG	80545984	145753149108	T	0000100413
3000	0000100414	2000000905	2026-06-03	NL	78755531	883371070092	T	0000100414
3000	0000100414	2000000906	2026-09-06	NL	78755531	883371070092	C	0000100414
4000	0000100415	2000000907	2026-04-10	LU	14159850	424176287851	T	0000100415
4000	0000100415	2000000908	2026-07-17	LU	14159850	424176287851	U	0000100415
4000	0000100415	2000000909	2026-03-16	GB	78643813	292430736303	T	0000100415
5000	0000100416	2000000910	2026-07-22	VN	67923295	979723294374	C	0000100416
2000	0000100417	2000000911	2026-02-05	NL	30171373	251679918685	T	0000100417
2000	0000100417	2000000912	2026-04-17	NL	30171373	251679918685	U	0000100417
2000	0000100418	2000000913	2026-08-03	SG	74302198	462128280002	T	0000100418
2000	0000100418	2000000914	2026-09-03	SG	74302198	462128280002	U	0000100418
2000	0000100418	2000000915	2026-04-24	SG	74302198	462128280002	C	0000100418
2000	0000100418	2000000916	2026-08-17	SG	74302198	462128280002	C	0000100418
2000	0000100418	2000000917	2026-05-01	SG	74302198	462128280002	T	0000100418
1000	0000100419	2000000918	2026-06-07	JP	83567485	234685556020	T	0000100419
